,Unnamed: 0,year,state,measure,value,population
1757,2896,2008,Indiana,Gini coefficient,0.43700001,"6,424,806"
1758,3446,2008,Indiana,GDP,46773.40261,"6,424,806"
1759,3996,2008,Indiana,Log(GDP),10.75307,"6,424,806"
1760,4546,2008,Indiana,Age,36.8,"6,424,806"
1761,5096,2008,Indiana,People with less than 9 years of education/people with college degree or above,0.191592,"6,424,806"
1762,5646,2008,Indiana,Black/white,0.1033701,"6,424,806"
1763,6196,2008,Indiana,Hispanic/white,0.0620664,"6,424,806"
1764,147,2009,Indiana,Labor Force Participation,65.1,"6,459,325"
1765,697,2009,Indiana,Unemployment rate,10.3,"6,459,325"
1766,1247,2009,Indiana,Average household size,2.52,"6,459,325"
1767,1797,2009,Indiana,Poverty rate,10.7,"6,459,325"
1768,2347,2009,Indiana,"Number of corruption convictions per 1,000,000 people",2.80238,"6,459,325"
1769,2897,2009,Indiana,Gini coefficient,0.43399999,"6,459,325"
1770,3447,2009,Indiana,GDP,43199.31856,"6,459,325"
1771,3997,2009,Indiana,Log(GDP),10.67358,"6,459,325"
1772,4547,2009,Indiana,Age,36.8,"6,459,325"
1773,5097,2009,Indiana,People with less than 9 years of education/people with college degree or above,0.1950112,"6,459,325"
1774,5647,2009,Indiana,Black/white,0.1067741,"6,459,325"
1775,6197,2009,Indiana,Hispanic/white,0.0657208,"6,459,325"
1776,148,2010,Indiana,Labor Force Participation,64.0,"6,490,432"
1777,698,2010,Indiana,Unemployment rate,10.4,"6,490,432"
1778,1248,2010,Indiana,Average household size,2.55,"6,490,432"
1779,1798,2010,Indiana,Poverty rate,11.0,"6,490,432"
1780,2348,2010,Indiana,"Number of corruption convictions per 1,000,000 people",1.84882,"6,490,432"
1781,2898,2010,Indiana,Gini coefficient,0.44,"6,490,432"
1782,3448,2010,Indiana,GDP,45470.54351,"6,490,432"
1783,3998,2010,Indiana,Log(GDP),10.72482,"6,490,432"
1784,4548,2010,Indiana,Age,36.9,"6,490,432"
1785,5098,2010,Indiana,People with less than 9 years of education/people with college degree or above,0.183702,"6,490,432"
1786,5648,2010,Indiana,Black/white,0.1109765,"6,490,432"
1787,6198,2010,Indiana,Hispanic/white,0.0736416,"6,490,432"
1788,149,2011,Indiana,Labor Force Participation,63.6,"6,516,528"
1789,699,2011,Indiana,Unemployment rate,9.1,"6,516,528"
1790,1249,2011,Indiana,Average household size,2.57,"6,516,528"
1791,1799,2011,Indiana,Poverty rate,11.7,"6,516,528"
1792,2349,2011,Indiana,"Number of corruption convictions per 1,000,000 people",0.92068,"6,516,528"
1793,2899,2011,Indiana,Gini coefficient,0.4461,"6,516,528"
1794,3449,2011,Indiana,GDP,45492.82954,"6,516,528"
1795,3999,2011,Indiana,Log(GDP),10.72531,"6,516,528"
1796,4549,2011,Indiana,Age,37.1,"6,516,528"
1797,5099,2011,Indiana,People with less than 9 years of education/people with college degree or above,0.1815156,"6,516,528"
1798,5649,2011,Indiana,Black/white,0.1112469,"6,516,528"
1799,6199,2011,Indiana,Hispanic/white,0.0754386,"6,516,528"
1800,150,2012,Indiana,Labor Force Participation,63.0,"6,537,703"
1801,700,2012,Indiana,Unemployment rate,8.3,"6,537,703"
1802,1250,2012,Indiana,Average household size,2.56,"6,537,703"
1803,1800,2012,Indiana,Poverty rate,11.3,"6,537,703"
1804,2350,2012,Indiana,"Number of corruption convictions per 1,000,000 people",4.89496,"6,537,703"
1805,2900,2012,Indiana,Gini coefficient,0.44170001,"6,537,703"
1806,3450,2012,Indiana,GDP,45516.0368,"6,537,703"
1807,4000,2012,Indiana,Log(GDP),10.72582,"6,537,703"
1808,4550,2012,Indiana,Age,37.3,"6,537,703"
1809,5100,2012,Indiana,People with less than 9 years of education/people with college degree or above,0.1713147,"6,537,703"
1810,5650,2012,Indiana,Black/white,0.1130919,"6,537,703"
1811,6200,2012,Indiana,Hispanic/white,0.0773078,"6,537,703"
1812,151,2013,Indiana,Labor Force Participation,63.0,"6,568,713"
1813,701,2013,Indiana,Unemployment rate,7.7,"6,568,713"
1814,1251,2013,Indiana,Average household size,2.55,"6,568,713"
1815,1801,2013,Indiana,Poverty rate,11.9,"6,568,713"
1816,2351,2013,Indiana,"Number of corruption convictions per 1,000,000 people",3.50028,"6,568,713"
1817,2901,2013,Indiana,Gini coefficient,0.45539999,"6,568,713"
1818,3451,2013,Indiana,GDP,46252.4632,"6,568,713"
1819,4001,2013,Indiana,Log(GDP),10.74187,"6,568,713"
1820,4551,2013,Indiana,Age,37.3,"6,568,713"
1821,5101,2013,Indiana,People with less than 9 years of education/people with college degree or above,0.1722369,"6,568,713"
1822,5651,2013,Indiana,Black/white,0.113969,"6,568,713"
1823,6201,2013,Indiana,Hispanic/white,0.0794219,"6,568,713"
1824,152,2014,Indiana,Labor Force Participation,63.3,"6,593,644"
1825,702,2014,Indiana,Unemployment rate,6.0,"6,593,644"
1826,1252,2014,Indiana,Average household size,2.56,"6,593,644"
1827,1802,2014,Indiana,Poverty rate,10.9,"6,593,644"
1828,2352,2014,Indiana,"Number of corruption convictions per 1,000,000 people",2.57699,"6,593,644"
1829,2902,2014,Indiana,Gini coefficient,0.44549999,"6,593,644"
1830,3452,2014,Indiana,GDP,47455.60873,"6,593,644"
1831,4002,2014,Indiana,Log(GDP),10.76755,"6,593,644"
1832,4552,2014,Indiana,Age,37.4,"6,593,644"
1833,5102,2014,Indiana,People with less than 9 years of education/people with college degree or above,0.1566502,"6,593,644"
1834,5652,2014,Indiana,Black/white,0.1157763,"6,593,644"
1835,6202,2014,Indiana,Hispanic/white,0.0803713,"6,593,644"
1836,153,2015,Indiana,Labor Force Participation,63.9,"6,608,422"
1837,703,2015,Indiana,Unemployment rate,4.8,"6,608,422"
1838,1253,2015,Indiana,Average household size,2.56,"6,608,422"
1839,1803,2015,Indiana,Poverty rate,10.2,"6,608,422"
1840,2353,2015,Indiana,"Number of corruption convictions per 1,000,000 people",1.81278,"6,608,422"
1841,2903,2015,Indiana,Gini coefficient,0.45190001,"6,608,422"
1842,3453,2015,Indiana,GDP,46811.30441,"6,608,422"
1843,4003,2015,Indiana,Log(GDP),10.75388,"6,608,422"
1844,4553,2015,Indiana,Age,37.5,"6,608,422"
1845,5103,2015,Indiana,People with less than 9 years of education/people with college degree or above,0.1515835,"6,608,422"
1846,5653,2015,Indiana,Black/white,0.1145157,"6,608,422"
1847,6203,2015,Indiana,Hispanic/white,0.0830221,"6,608,422"
1848,154,2005,Iowa,Labor Force Participation,71.6,"2,964,454"
1849,704,2005,Iowa,Unemployment rate,4.3,"2,964,454"
1850,1254,2005,Iowa,Average household size,2.38,"2,964,454"
1851,1804,2005,Iowa,Poverty rate,7.5,"2,964,454"
1852,2354,2005,Iowa,"Number of corruption convictions per 1,000,000 people",1.34932,"2,964,454"
1853,2904,2005,Iowa,Gini coefficient,0.42199999,"2,964,454"
1854,3454,2005,Iowa,GDP,50261.76863,"2,964,454"
1855,4004,2005,Iowa,Log(GDP),10.825,"2,964,454"
1856,4554,2005,Iowa,Age,38.6,"2,964,454"
1857,5104,2005,Iowa,People with less than 9 years of education/people with college degree or above,0.1565836,"2,964,454"
1858,5654,2005,Iowa,Black/white,0.0239077,"2,964,454"
1859,6204,2005,Iowa,Hispanic/white,0.0404787,"2,964,454"
1860,155,2006,Iowa,Labor Force Participation,72.3,"2,982,644"
1861,705,2006,Iowa,Unemployment rate,3.7,"2,982,644"
1862,1255,2006,Iowa,Average household size,2.38,"2,982,644"
1863,1805,2006,Iowa,Poverty rate,7.3,"2,982,644"
1864,2355,2006,Iowa,"Number of corruption convictions per 1,000,000 people",0.670547,"2,982,644"
1865,2905,2006,Iowa,Gini coefficient,0.42399999,"2,982,644"
1866,3455,2006,Iowa,GDP,48921.38985,"2,982,644"
1867,4005,2006,Iowa,Log(GDP),10.79797,"2,982,644"
1868,4555,2006,Iowa,Age,37.8,"2,982,644"
1869,5105,2006,Iowa,People with less than 9 years of education/people with college degree or above,0.1816891,"2,982,644"
1870,5655,2006,Iowa,Black/white,0.0243338,"2,982,644"
1871,6205,2006,Iowa,Hispanic/white,0.0416248,"2,982,644"
1872,156,2007,Iowa,Labor Force Participation,72.0,"2,999,212"
1873,706,2007,Iowa,Unemployment rate,3.7,"2,999,212"
1874,1256,2007,Iowa,Average household size,2.37,"2,999,212"
1875,1806,2007,Iowa,Poverty rate,7.4,"2,999,212"
1876,2356,2007,Iowa,"Number of corruption convictions per 1,000,000 people",3.00079,"2,999,212"
1877,2906,2007,Iowa,Gini coefficient,0.426,"2,999,212"
1878,3456,2007,Iowa,GDP,50953.56466,"2,999,212"
1879,4006,2007,Iowa,Log(GDP),10.83867,"2,999,212"
1880,4556,2007,Iowa,Age,38.0,"2,999,212"
1881,5106,2007,Iowa,People with less than 9 years of education/people with college degree or above,0.1635638,"2,999,212"
1882,5656,2007,Iowa,Black/white,0.0255848,"2,999,212"
1883,6206,2007,Iowa,Hispanic/white,0.0442655,"2,999,212"
1884,157,2008,Iowa,Labor Force Participation,72.4,"3,016,734"
1885,707,2008,Iowa,Unemployment rate,4.2,"3,016,734"
1886,1257,2008,Iowa,Average household size,2.38,"3,016,734"
1887,1807,2008,Iowa,Poverty rate,7.3,"3,016,734"
1888,2357,2008,Iowa,"Number of corruption convictions per 1,000,000 people",2.99745,"3,016,734"
1889,2907,2008,Iowa,Gini coefficient,0.428,"3,016,734"
1890,3457,2008,Iowa,GDP,49668.19164,"3,016,734"
1891,4007,2008,Iowa,Log(GDP),10.81312,"3,016,734"
1892,4557,2008,Iowa,Age,38.2,"3,016,734"
1893,5107,2008,Iowa,People with less than 9 years of education/people with college degree or above,0.1592141,"3,016,734"
1894,5657,2008,Iowa,Black/white,0.0281347,"3,016,734"
1895,6207,2008,Iowa,Hispanic/white,0.0457322,"3,016,734"
1896,158,2009,Iowa,Labor Force Participation,72.3,"3,032,870"
1897,708,2009,Iowa,Unemployment rate,6.4,"3,032,870"
1898,1258,2009,Iowa,Average household size,2.37,"3,032,870"
1899,1808,2009,Iowa,Poverty rate,7.7,"3,032,870"
1900,2358,2009,Iowa,"Number of corruption convictions per 1,000,000 people",1.32985,"3,032,870"
1901,2908,2009,Iowa,Gini coefficient,0.43099999,"3,032,870"
1902,3458,2009,Iowa,GDP,48412.82321,"3,032,870"
1903,4008,2009,Iowa,Log(GDP),10.78752,"3,032,870"
1904,4558,2009,Iowa,Age,38.0,"3,032,870"
1905,5108,2009,Iowa,People with less than 9 years of education/people with college degree or above,0.1491655,"3,032,870"
1906,5658,2009,Iowa,Black/white,0.0282577,"3,032,870"
1907,6208,2009,Iowa,Hispanic/white,0.0483281,"3,032,870"
1908,159,2010,Iowa,Labor Force Participation,71.2,"3,050,745"
1909,709,2010,Iowa,Unemployment rate,6.0,"3,050,745"
1910,1259,2010,Iowa,Average household size,2.41,"3,050,745"
1911,1809,2010,Iowa,Poverty rate,8.2,"3,050,745"
1912,2359,2010,Iowa,"Number of corruption convictions per 1,000,000 people",3.6067,"3,050,745"
1913,2909,2010,Iowa,Gini coefficient,0.42699999,"3,050,745"
1914,3459,2010,Iowa,GDP,49030.11597,"3,050,745"
1915,4009,2010,Iowa,Log(GDP),10.80019,"3,050,745"
1916,4559,2010,Iowa,Age,38.2,"3,050,745"
1917,5109,2010,Iowa,People with less than 9 years of education/people with college degree or above,0.1569295,"3,050,745"
1918,5659,2010,Iowa,Black/white,0.035245,"3,050,745"
1919,6209,2010,Iowa,Hispanic/white,0.0561817,"3,050,745"
1920,160,2011,Iowa,Labor Force Participation,70.0,"3,066,336"
1921,710,2011,Iowa,Unemployment rate,5.5,"3,066,336"
1922,1260,2011,Iowa,Average household size,2.44,"3,066,336"
1923,1810,2011,Iowa,Poverty rate,8.1,"3,066,336"
1924,2360,2011,Iowa,"Number of corruption convictions per 1,000,000 people",0.979653,"3,066,336"
1925,2910,2011,Iowa,Gini coefficient,0.43399999,"3,066,336"
1926,3460,2011,Iowa,GDP,49390.33321,"3,066,336"
1927,4010,2011,Iowa,Log(GDP),10.80751,"3,066,336"
1928,4560,2011,Iowa,Age,38.1,"3,066,336"
1929,5110,2011,Iowa,People with less than 9 years of education/people with college degree or above,0.1437147,"3,066,336"
1930,5660,2011,Iowa,Black/white,0.0326094,"3,066,336"
1931,6210,2011,Iowa,Hispanic/white,0.0566191,"3,066,336"
1932,161,2012,Iowa,Labor Force Participation,69.2,"3,076,190"
1933,711,2012,Iowa,Unemployment rate,5.0,"3,076,190"
1934,1261,2012,Iowa,Average household size,2.42,"3,076,190"
1935,1811,2012,Iowa,Poverty rate,8.8,"3,076,190"
1936,2361,2012,Iowa,"Number of corruption convictions per 1,000,000 people",1.30116,"3,076,190"
1937,2911,2012,Iowa,Gini coefficient,0.43279999,"3,076,190"
1938,3461,2012,Iowa,GDP,51152.16004,"3,076,190"
1939,4011,2012,Iowa,Log(GDP),10.84256,"3,076,190"
1940,4561,2012,Iowa,Age,38.0,"3,076,190"
1941,5111,2012,Iowa,People with less than 9 years of education/people with college degree or above,0.1227271,"3,076,190"
1942,5661,2012,Iowa,Black/white,0.0338766,"3,076,190"
1943,6211,2012,Iowa,Hispanic/white,0.0593723,"3,076,190"
1944,162,2013,Iowa,Labor Force Participation,69.6,"3,092,997"
1945,712,2013,Iowa,Unemployment rate,4.7,"3,092,997"
1946,1262,2013,Iowa,Average household size,2.42,"3,092,997"
1947,1812,2013,Iowa,Poverty rate,8.1,"3,092,997"
1948,2362,2013,Iowa,"Number of corruption convictions per 1,000,000 people",0.970743,"3,092,997"
1949,2912,2013,Iowa,Gini coefficient,0.4429,"3,092,997"
1950,3462,2013,Iowa,GDP,50684.73199,"3,092,997"
1951,4012,2013,Iowa,Log(GDP),10.83338,"3,092,997"
1952,4562,2013,Iowa,Age,38.0,"3,092,997"
1953,5112,2013,Iowa,People with less than 9 years of education/people with college degree or above,0.11901,"3,092,997"
1954,5662,2013,Iowa,Black/white,0.037875,"3,092,997"
1955,6212,2013,Iowa,Hispanic/white,0.0617229,"3,092,997"
1956,163,2014,Iowa,Labor Force Participation,70.3,"3,109,350"
1957,713,2014,Iowa,Unemployment rate,4.2,"3,109,350"
1958,1263,2014,Iowa,Average household size,2.42,"3,109,350"
1959,1813,2014,Iowa,Poverty rate,7.9,"3,109,350"
1960,2363,2014,Iowa,"Number of corruption convictions per 1,000,000 people",1.28736,"3,109,350"
1961,2913,2014,Iowa,Gini coefficient,0.44330001,"3,109,350"
1962,3463,2014,Iowa,GDP,53013.93063,"3,109,350"
1963,4013,2014,Iowa,Log(GDP),10.87831,"3,109,350"
1964,4563,2014,Iowa,Age,38.2,"3,109,350"
1965,5113,2014,Iowa,People with less than 9 years of education/people with college degree or above,0.1111625,"3,109,350"
1966,5663,2014,Iowa,Black/white,0.0361448,"3,109,350"
1967,6213,2014,Iowa,Hispanic/white,0.063175,"3,109,350"
1968,164,2015,Iowa,Labor Force Participation,70.0,"3,120,960"
1969,714,2015,Iowa,Unemployment rate,3.8,"3,120,960"
1970,1264,2015,Iowa,Average household size,2.42,"3,120,960"
1971,1814,2015,Iowa,Poverty rate,7.7,"3,120,960"
1972,2364,2015,Iowa,"Number of corruption convictions per 1,000,000 people",1.92068,"3,120,960"
1973,2914,2015,Iowa,Gini coefficient,0.4393,"3,120,960"
1974,3464,2015,Iowa,GDP,53859.81869,"3,120,960"
1975,4014,2015,Iowa,Log(GDP),10.89414,"3,120,960"
1976,4564,2015,Iowa,Age,38.1,"3,120,960"
1977,5114,2015,Iowa,People with less than 9 years of education/people with college degree or above,0.1194881,"3,120,960"
1978,5664,2015,Iowa,Black/white,0.0393326,"3,120,960"
1979,6214,2015,Iowa,Hispanic/white,0.0643127,"3,120,960"
1980,165,2005,Kansas,Labor Force Participation,70.9,"2,745,299"
1981,715,2005,Kansas,Unemployment rate,5.0,"2,745,299"
1982,1265,2005,Kansas,Average household size,2.48,"2,745,299"
1983,1815,2005,Kansas,Poverty rate,8.4,"2,745,299"
1984,2365,2005,Kansas,"Number of corruption convictions per 1,000,000 people",1.09278,"2,745,299"
1985,2915,2005,Kansas,Gini coefficient,0.43800002,"2,745,299"
1986,3465,2005,Kansas,GDP,45916.50879,"2,745,299"
1987,4015,2005,Kansas,Log(GDP),10.73458,"2,745,299"
1988,4565,2005,Kansas,Age,36.1,"2,745,299"
1989,5115,2005,Kansas,People with less than 9 years of education/people with college degree or above,0.1438384,"2,745,299"
1990,5665,2005,Kansas,Black/white,0.0660046,"2,745,299"
1991,6215,2005,Kansas,Hispanic/white,0.1031626,"2,745,299"
1992,166,2006,Kansas,Labor Force Participation,70.5,"2,762,931"
1993,716,2006,Kansas,Unemployment rate,4.4,"2,762,931"
1994,1266,2006,Kansas,Average household size,2.46,"2,762,931"
1995,1816,2006,Kansas,Poverty rate,8.6,"2,762,931"
1996,2366,2006,Kansas,"Number of corruption convictions per 1,000,000 people",0.0,"2,762,931"
1997,2916,2006,Kansas,Gini coefficient,0.44100001,"2,762,931"
1998,3466,2006,Kansas,GDP,46633.75901,"2,762,931"
1999,4016,2006,Kansas,Log(GDP),10.75008,"2,762,931"
2000,4566,2006,Kansas,Age,36.3,"2,762,931"
2001,5116,2006,Kansas,People with less than 9 years of education/people with college degree or above,0.1506698,"2,762,931"
2002,5666,2006,Kansas,Black/white,0.0679078,"2,762,931"
2003,6216,2006,Kansas,Hispanic/white,0.1056267,"2,762,931"
2004,167,2007,Kansas,Labor Force Participation,70.8,"2,783,785"
2005,717,2007,Kansas,Unemployment rate,4.2,"2,783,785"
2006,1267,2007,Kansas,Average household size,2.47,"2,783,785"
2007,1817,2007,Kansas,Poverty rate,7.7,"2,783,785"
2008,2367,2007,Kansas,"Number of corruption convictions per 1,000,000 people",0.718448,"2,783,785"
2009,2917,2007,Kansas,Gini coefficient,0.44400001,"2,783,785"
2010,3467,2007,Kansas,GDP,48871.51547,"2,783,785"
2011,4017,2007,Kansas,Log(GDP),10.79695,"2,783,785"
2012,4567,2007,Kansas,Age,36.3,"2,783,785"
2013,5117,2007,Kansas,People with less than 9 years of education/people with college degree or above,0.135399,"2,783,785"
2014,5667,2007,Kansas,Black/white,0.0696524,"2,783,785"
2015,6217,2007,Kansas,Hispanic/white,0.1084673,"2,783,785"
2016,168,2008,Kansas,Labor Force Participation,71.0,"2,808,076"
2017,718,2008,Kansas,Unemployment rate,4.6,"2,808,076"
2018,1268,2008,Kansas,Average household size,2.45,"2,808,076"
2019,1818,2008,Kansas,Poverty rate,7.7,"2,808,076"
2020,2368,2008,Kansas,"Number of corruption convictions per 1,000,000 people",1.78435,"2,808,076"
2021,2918,2008,Kansas,Gini coefficient,0.442,"2,808,076"
2022,3468,2008,Kansas,GDP,49482.77954,"2,808,076"
2023,4018,2008,Kansas,Log(GDP),10.80938,"2,808,076"
2024,4568,2008,Kansas,Age,36.2,"2,808,076"
2025,5118,2008,Kansas,People with less than 9 years of education/people with college degree or above,0.1365274,"2,808,076"
2026,5668,2008,Kansas,Black/white,0.0701073,"2,808,076"
2027,6218,2008,Kansas,Hispanic/white,0.1131252,"2,808,076"
2028,169,2009,Kansas,Labor Force Participation,71.3,"2,832,704"
2029,719,2009,Kansas,Unemployment rate,6.9,"2,832,704"
2030,1269,2009,Kansas,Average household size,2.48,"2,832,704"
2031,1819,2009,Kansas,Poverty rate,9.0,"2,832,704"
2032,2369,2009,Kansas,"Number of corruption convictions per 1,000,000 people",1.41907,"2,832,704"
2033,2919,2009,Kansas,Gini coefficient,0.44400001,"2,832,704"
2034,3469,2009,Kansas,GDP,47282.23866,"2,832,704"
2035,4019,2009,Kansas,Log(GDP),10.76389,"2,832,704"
2036,4569,2009,Kansas,Age,35.9,"2,832,704"
2037,5119,2009,Kansas,People with less than 9 years of education/people with college degree or above,0.1427138,"2,832,704"
2038,5669,2009,Kansas,Black/white,0.0698781,"2,832,704"
2039,6219,2009,Kansas,Hispanic/white,0.1164896,"2,832,704"
2040,170,2010,Kansas,Labor Force Participation,69.8,"2,858,190"
2041,720,2010,Kansas,Unemployment rate,7.1,"2,858,190"
2042,1270,2010,Kansas,Average household size,2.52,"2,858,190"
2043,1820,2010,Kansas,Poverty rate,9.5,"2,858,190"
2044,2370,2010,Kansas,"Number of corruption convictions per 1,000,000 people",1.74876,"2,858,190"
2045,2920,2010,Kansas,Gini coefficient,0.44499999,"2,858,190"
2046,3470,2010,Kansas,GDP,47197.20718,"2,858,190"
2047,4020,2010,Kansas,Log(GDP),10.76209,"2,858,190"
2048,4570,2010,Kansas,Age,36.2,"2,858,190"
2049,5120,2010,Kansas,People with less than 9 years of education/people with college degree or above,0.1493736,"2,858,190"
2050,5670,2010,Kansas,Black/white,0.0737954,"2,858,190"
2051,6220,2010,Kansas,Hispanic/white,0.1348312,"2,858,190"
2052,171,2011,Kansas,Labor Force Participation,69.0,"2,869,225"
2053,721,2011,Kansas,Unemployment rate,6.5,"2,869,225"
2054,1271,2011,Kansas,Average household size,2.53,"2,869,225"
2055,1821,2011,Kansas,Poverty rate,9.2,"2,869,225"
2056,2371,2011,Kansas,"Number of corruption convictions per 1,000,000 people",3.13454,"2,869,225"
2057,2921,2011,Kansas,Gini coefficient,0.44420001,"2,869,225"
2058,3471,2011,Kansas,GDP,48258.63237,"2,869,225"
2059,4021,2011,Kansas,Log(GDP),10.78433,"2,869,225"
2060,4571,2011,Kansas,Age,36.3,"2,869,225"
