,year,state,measure,value
2017,2009,North Dakota,Poverty rate,6.6
2018,2010,North Dakota,Poverty rate,7.8
2019,2011,North Dakota,Poverty rate,7.9
2020,2012,North Dakota,Poverty rate,7
2021,2013,North Dakota,Poverty rate,7
2022,2014,North Dakota,Poverty rate,7.4
2023,2015,North Dakota,Poverty rate,6.9
2024,2005,Ohio,Poverty rate,9.9
2025,2006,Ohio,Poverty rate,9.8
2026,2007,Ohio,Poverty rate,9.7
2027,2008,Ohio,Poverty rate,9.8
2028,2009,Ohio,Poverty rate,11.1
2029,2010,Ohio,Poverty rate,11.8
2030,2011,Ohio,Poverty rate,12
2031,2012,Ohio,Poverty rate,12
2032,2013,Ohio,Poverty rate,11.6
2033,2014,Ohio,Poverty rate,11.6
2034,2015,Ohio,Poverty rate,10.7
2035,2005,Oklahoma,Poverty rate,13.1
2036,2006,Oklahoma,Poverty rate,12.8
2037,2007,Oklahoma,Poverty rate,11.9
2038,2008,Oklahoma,Poverty rate,11.8
2039,2009,Oklahoma,Poverty rate,12.1
2040,2010,Oklahoma,Poverty rate,12.7
2041,2011,Oklahoma,Poverty rate,12.8
2042,2012,Oklahoma,Poverty rate,13.1
2043,2013,Oklahoma,Poverty rate,12.5
2044,2014,Oklahoma,Poverty rate,12.2
2045,2015,Oklahoma,Poverty rate,11.7
2046,2005,Oregon,Poverty rate,10.1
2047,2006,Oregon,Poverty rate,9.2
2048,2007,Oregon,Poverty rate,8.9
2049,2008,Oregon,Poverty rate,9.6
2050,2009,Oregon,Poverty rate,9.8
2051,2010,Oregon,Poverty rate,11
2052,2011,Oregon,Poverty rate,11.9
2053,2012,Oregon,Poverty rate,12.1
2054,2013,Oregon,Poverty rate,11.3
2055,2014,Oregon,Poverty rate,11
2056,2015,Oregon,Poverty rate,9.9
2057,2005,Pennsylvania,Poverty rate,8.6
2058,2006,Pennsylvania,Poverty rate,8.2
2059,2007,Pennsylvania,Poverty rate,8.1
2060,2008,Pennsylvania,Poverty rate,8.5
2061,2009,Pennsylvania,Poverty rate,8.6
2062,2010,Pennsylvania,Poverty rate,9.3
2063,2011,Pennsylvania,Poverty rate,9.6
2064,2012,Pennsylvania,Poverty rate,9.5
2065,2013,Pennsylvania,Poverty rate,9.3
2066,2014,Pennsylvania,Poverty rate,9.4
2067,2015,Pennsylvania,Poverty rate,9.1
2068,2005,Rhode Island,Poverty rate,9.5
2069,2006,Rhode Island,Poverty rate,7.8
2070,2007,Rhode Island,Poverty rate,8.3
2071,2008,Rhode Island,Poverty rate,7.7
2072,2009,Rhode Island,Poverty rate,8.6
2073,2010,Rhode Island,Poverty rate,9.2
2074,2011,Rhode Island,Poverty rate,10.6
2075,2012,Rhode Island,Poverty rate,9.2
2076,2013,Rhode Island,Poverty rate,10.7
2077,2014,Rhode Island,Poverty rate,10
2078,2015,Rhode Island,Poverty rate,10.1
2079,2005,South Carolina,Poverty rate,12.5
2080,2006,South Carolina,Poverty rate,11.9
2081,2007,South Carolina,Poverty rate,11.2
2082,2008,South Carolina,Poverty rate,11.6
2083,2009,South Carolina,Poverty rate,12.9
2084,2010,South Carolina,Poverty rate,13.8
2085,2011,South Carolina,Poverty rate,14.3
2086,2012,South Carolina,Poverty rate,14.1
2087,2013,South Carolina,Poverty rate,14.1
2088,2014,South Carolina,Poverty rate,13.2
2089,2015,South Carolina,Poverty rate,12.1
2090,2005,South Dakota,Poverty rate,9.7
2091,2006,South Dakota,Poverty rate,8.4
2092,2007,South Dakota,Poverty rate,8.9
2093,2008,South Dakota,Poverty rate,8.2
2094,2009,South Dakota,Poverty rate,9
2095,2010,South Dakota,Poverty rate,9.2
2096,2011,South Dakota,Poverty rate,9.6
2097,2012,South Dakota,Poverty rate,8.6
2098,2013,South Dakota,Poverty rate,9.2
2099,2014,South Dakota,Poverty rate,9.4
2100,2015,South Dakota,Poverty rate,8.3
2101,2005,Tennessee,Poverty rate,12.5
2102,2006,Tennessee,Poverty rate,12.4
2103,2007,Tennessee,Poverty rate,12
2104,2008,Tennessee,Poverty rate,11.6
2105,2009,Tennessee,Poverty rate,13.1
2106,2010,Tennessee,Poverty rate,13.4
2107,2011,Tennessee,Poverty rate,13.7
2108,2012,Tennessee,Poverty rate,13.7
2109,2013,Tennessee,Poverty rate,13.3
2110,2014,Tennessee,Poverty rate,13.7
2111,2015,Tennessee,Poverty rate,12.3
2112,2005,Texas,Poverty rate,14.2
2113,2006,Texas,Poverty rate,13.3
2114,2007,Texas,Poverty rate,12.8
2115,2008,Texas,Poverty rate,12.4
2116,2009,Texas,Poverty rate,13.4
2117,2010,Texas,Poverty rate,13.8
2118,2011,Texas,Poverty rate,14.4
2119,2012,Texas,Poverty rate,14
2120,2013,Texas,Poverty rate,13.6
2121,2014,Texas,Poverty rate,13.4
2122,2015,Texas,Poverty rate,12.2
2123,2005,Utah,Poverty rate,8
2124,2006,Utah,Poverty rate,7.8
2125,2007,Utah,Poverty rate,6.9
2126,2008,Utah,Poverty rate,6.6
2127,2009,Utah,Poverty rate,7.8
2128,2010,Utah,Poverty rate,9.7
2129,2011,Utah,Poverty rate,10.4
2130,2012,Utah,Poverty rate,9.6
2131,2013,Utah,Poverty rate,9.3
2132,2014,Utah,Poverty rate,8.5
2133,2015,Utah,Poverty rate,8.3
2134,2005,Vermont,Poverty rate,7.7
2135,2006,Vermont,Poverty rate,6.7
2136,2007,Vermont,Poverty rate,6.4
2137,2008,Vermont,Poverty rate,6.5
2138,2009,Vermont,Poverty rate,7.3
2139,2010,Vermont,Poverty rate,8.4
2140,2011,Vermont,Poverty rate,6.9
2141,2012,Vermont,Poverty rate,7.4
2142,2013,Vermont,Poverty rate,7.8
2143,2014,Vermont,Poverty rate,8.7
2144,2015,Vermont,Poverty rate,5.8
2145,2005,Virginia,Poverty rate,7.4
2146,2006,Virginia,Poverty rate,6.8
2147,2007,Virginia,Poverty rate,7.1
2148,2008,Virginia,Poverty rate,7.3
2149,2009,Virginia,Poverty rate,7.5
2150,2010,Virginia,Poverty rate,7.7
2151,2011,Virginia,Poverty rate,8.2
2152,2012,Virginia,Poverty rate,8.6
2153,2013,Virginia,Poverty rate,8.4
2154,2014,Virginia,Poverty rate,8.3
2155,2015,Virginia,Poverty rate,7.8
2156,2005,Washington,Poverty rate,8.4
2157,2006,Washington,Poverty rate,8
2158,2007,Washington,Poverty rate,7.8
2159,2008,Washington,Poverty rate,7.7
2160,2009,Washington,Poverty rate,8.1
2161,2010,Washington,Poverty rate,9.2
2162,2011,Washington,Poverty rate,9.4
2163,2012,Washington,Poverty rate,9.3
2164,2013,Washington,Poverty rate,9.5
2165,2014,Washington,Poverty rate,8.8
2166,2015,Washington,Poverty rate,7.9
2167,2005,West Virginia,Poverty rate,14
2168,2006,West Virginia,Poverty rate,12.7
2169,2007,West Virginia,Poverty rate,13
2170,2008,West Virginia,Poverty rate,12.4
2171,2009,West Virginia,Poverty rate,13.9
2172,2010,West Virginia,Poverty rate,13.2
2173,2011,West Virginia,Poverty rate,13.7
2174,2012,West Virginia,Poverty rate,12.9
2175,2013,West Virginia,Poverty rate,13.5
2176,2014,West Virginia,Poverty rate,13.1
2177,2015,West Virginia,Poverty rate,13.5
2178,2005,Wisconsin,Poverty rate,7
2179,2006,Wisconsin,Poverty rate,7.3
2180,2007,Wisconsin,Poverty rate,7.1
2181,2008,Wisconsin,Poverty rate,6.7
2182,2009,Wisconsin,Poverty rate,8.2
2183,2010,Wisconsin,Poverty rate,9.1
2184,2011,Wisconsin,Poverty rate,8.8
2185,2012,Wisconsin,Poverty rate,8.9
2186,2013,Wisconsin,Poverty rate,9.2
2187,2014,Wisconsin,Poverty rate,9
2188,2015,Wisconsin,Poverty rate,7.9
2189,2005,Wyoming,Poverty rate,6.3
2190,2006,Wyoming,Poverty rate,6.3
2191,2007,Wyoming,Poverty rate,5.2
2192,2008,Wyoming,Poverty rate,5.7
2193,2009,Wyoming,Poverty rate,6.3
2194,2010,Wyoming,Poverty rate,7.2
2195,2011,Wyoming,Poverty rate,7.9
2196,2012,Wyoming,Poverty rate,8.5
2197,2013,Wyoming,Poverty rate,8.4
2198,2014,Wyoming,Poverty rate,7.4
2199,2015,Wyoming,Poverty rate,6.7
2200,2005,Alabama,"Number of corruption convictions per 1,000,000 people",5.68951
2201,2006,Alabama,"Number of corruption convictions per 1,000,000 people",11.0175
2202,2007,Alabama,"Number of corruption convictions per 1,000,000 people",11.1281
2203,2008,Alabama,"Number of corruption convictions per 1,000,000 people",3.64658
2204,2009,Alabama,"Number of corruption convictions per 1,000,000 people",4.88457
2205,2010,Alabama,"Number of corruption convictions per 1,000,000 people",2.92563
2206,2011,Alabama,"Number of corruption convictions per 1,000,000 people",2.915
2207,2012,Alabama,"Number of corruption convictions per 1,000,000 people",2.90335
2208,2013,Alabama,"Number of corruption convictions per 1,000,000 people",2.89632
2209,2014,Alabama,"Number of corruption convictions per 1,000,000 people",2.26833
2210,2015,Alabama,"Number of corruption convictions per 1,000,000 people",2.88126
2211,2005,Alaska,"Number of corruption convictions per 1,000,000 people",1.49937
2212,2006,Alaska,"Number of corruption convictions per 1,000,000 people",4.44246
2213,2007,Alaska,"Number of corruption convictions per 1,000,000 people",22.0491
2214,2008,Alaska,"Number of corruption convictions per 1,000,000 people",11.6568
2215,2009,Alaska,"Number of corruption convictions per 1,000,000 people",1.43169
2216,2010,Alaska,"Number of corruption convictions per 1,000,000 people",12.6053
2217,2011,Alaska,"Number of corruption convictions per 1,000,000 people",5.53466
2218,2012,Alaska,"Number of corruption convictions per 1,000,000 people",5.4686
2219,2013,Alaska,"Number of corruption convictions per 1,000,000 people",2.7206
2220,2014,Alaska,"Number of corruption convictions per 1,000,000 people",1.35735
2221,2015,Alaska,"Number of corruption convictions per 1,000,000 people",5.41688
2222,2005,Arizona,"Number of corruption convictions per 1,000,000 people",8.22047
2223,2006,Arizona,"Number of corruption convictions per 1,000,000 people",2.65378
2224,2007,Arizona,"Number of corruption convictions per 1,000,000 people",5.18834
2225,2008,Arizona,"Number of corruption convictions per 1,000,000 people",3.07684
2226,2009,Arizona,"Number of corruption convictions per 1,000,000 people",2.88063
2227,2010,Arizona,"Number of corruption convictions per 1,000,000 people",2.49465
2228,2011,Arizona,"Number of corruption convictions per 1,000,000 people",2.7767
2229,2012,Arizona,"Number of corruption convictions per 1,000,000 people",5.18826
2230,2013,Arizona,"Number of corruption convictions per 1,000,000 people",6.03626
2231,2014,Arizona,"Number of corruption convictions per 1,000,000 people",4.30811
2232,2015,Arizona,"Number of corruption convictions per 1,000,000 people",2.63618
2233,2005,Arkansas,"Number of corruption convictions per 1,000,000 people",1.43828
2234,2006,Arkansas,"Number of corruption convictions per 1,000,000 people",3.54389
2235,2007,Arkansas,"Number of corruption convictions per 1,000,000 people",2.80835
2236,2008,Arkansas,"Number of corruption convictions per 1,000,000 people",1.75107
2237,2009,Arkansas,"Number of corruption convictions per 1,000,000 people",1.03826
2238,2010,Arkansas,"Number of corruption convictions per 1,000,000 people",5.81872
2239,2011,Arkansas,"Number of corruption convictions per 1,000,000 people",2.72296
2240,2012,Arkansas,"Number of corruption convictions per 1,000,000 people",5.08624
2241,2013,Arkansas,"Number of corruption convictions per 1,000,000 people",1.35164
2242,2014,Arkansas,"Number of corruption convictions per 1,000,000 people",1.68556
2243,2015,Arkansas,"Number of corruption convictions per 1,000,000 people",4.36505
2244,2005,California,"Number of corruption convictions per 1,000,000 people",2.37245
2245,2006,California,"Number of corruption convictions per 1,000,000 people",1.80449
2246,2007,California,"Number of corruption convictions per 1,000,000 people",2.09653
2247,2008,California,"Number of corruption convictions per 1,000,000 people",1.57794
2248,2009,California,"Number of corruption convictions per 1,000,000 people",1.8668
2249,2010,California,"Number of corruption convictions per 1,000,000 people",1.17807
2250,2011,California,"Number of corruption convictions per 1,000,000 people",1.37961
2251,2012,California,"Number of corruption convictions per 1,000,000 people",2.33956
2252,2013,California,"Number of corruption convictions per 1,000,000 people",1.64351
2253,2014,California,"Number of corruption convictions per 1,000,000 people",2.4483
2254,2015,California,"Number of corruption convictions per 1,000,000 people",2.14588
2255,2005,Colorado,"Number of corruption convictions per 1,000,000 people",2.37484
2256,2006,Colorado,"Number of corruption convictions per 1,000,000 people",0.847382
2257,2007,Colorado,"Number of corruption convictions per 1,000,000 people",0.624497
2258,2008,Colorado,"Number of corruption convictions per 1,000,000 people",0.809806
2259,2009,Colorado,"Number of corruption convictions per 1,000,000 people",2.78621
2260,2010,Colorado,"Number of corruption convictions per 1,000,000 people",1.18834
2261,2011,Colorado,"Number of corruption convictions per 1,000,000 people",1.17261
2262,2012,Colorado,"Number of corruption convictions per 1,000,000 people",1.73491
2263,2013,Colorado,"Number of corruption convictions per 1,000,000 people",0.569436
2264,2014,Colorado,"Number of corruption convictions per 1,000,000 people",0.373422
2265,2015,Colorado,"Number of corruption convictions per 1,000,000 people",0
2266,2005,Connecticut,"Number of corruption convictions per 1,000,000 people",6.84353
2267,2006,Connecticut,"Number of corruption convictions per 1,000,000 people",3.12726
2268,2007,Connecticut,"Number of corruption convictions per 1,000,000 people",4.81959
2269,2008,Connecticut,"Number of corruption convictions per 1,000,000 people",1.42806
2270,2009,Connecticut,"Number of corruption convictions per 1,000,000 people",0.568458
2271,2010,Connecticut,"Number of corruption convictions per 1,000,000 people",1.11823
2272,2011,Connecticut,"Number of corruption convictions per 1,000,000 people",0
2273,2012,Connecticut,"Number of corruption convictions per 1,000,000 people",2.2282
2274,2013,Connecticut,"Number of corruption convictions per 1,000,000 people",3.61505
2275,2014,Connecticut,"Number of corruption convictions per 1,000,000 people",2.50231
2276,2015,Connecticut,"Number of corruption convictions per 1,000,000 people",1.6709
2277,2005,Delaware,"Number of corruption convictions per 1,000,000 people",2.36644
2278,2006,Delaware,"Number of corruption convictions per 1,000,000 people",8.14647
2279,2007,Delaware,"Number of corruption convictions per 1,000,000 people",5.7356
2280,2008,Delaware,"Number of corruption convictions per 1,000,000 people",8.01748
2281,2009,Delaware,"Number of corruption convictions per 1,000,000 people",1.12979
2282,2010,Delaware,"Number of corruption convictions per 1,000,000 people",1.1114
2283,2011,Delaware,"Number of corruption convictions per 1,000,000 people",2.20474
2284,2012,Delaware,"Number of corruption convictions per 1,000,000 people",3.27121
2285,2013,Delaware,"Number of corruption convictions per 1,000,000 people",5.40103
2286,2014,Delaware,"Number of corruption convictions per 1,000,000 people",0
2287,2015,Delaware,"Number of corruption convictions per 1,000,000 people",1.05716
2288,2005,Florida,"Number of corruption convictions per 1,000,000 people",2.354
2289,2006,Florida,"Number of corruption convictions per 1,000,000 people",4.62377
2290,2007,Florida,"Number of corruption convictions per 1,000,000 people",3.75657
2291,2008,Florida,"Number of corruption convictions per 1,000,000 people",3.60098
2292,2009,Florida,"Number of corruption convictions per 1,000,000 people",3.72209
2293,2010,Florida,"Number of corruption convictions per 1,000,000 people",2.7596
2294,2011,Florida,"Number of corruption convictions per 1,000,000 people",2.09891
2295,2012,Florida,"Number of corruption convictions per 1,000,000 people",3.20951
2296,2013,Florida,"Number of corruption convictions per 1,000,000 people",2.50603
2297,2014,Florida,"Number of corruption convictions per 1,000,000 people",3.21716
2298,2015,Florida,"Number of corruption convictions per 1,000,000 people",4.09446
2299,2005,Georgia,"Number of corruption convictions per 1,000,000 people",3.58506
2300,2006,Georgia,"Number of corruption convictions per 1,000,000 people",0.982982
2301,2007,Georgia,"Number of corruption convictions per 1,000,000 people",0.855616
2302,2008,Georgia,"Number of corruption convictions per 1,000,000 people",2.47787
2303,2009,Georgia,"Number of corruption convictions per 1,000,000 people",2.54344
2304,2010,Georgia,"Number of corruption convictions per 1,000,000 people",3.80949
2305,2011,Georgia,"Number of corruption convictions per 1,000,000 people",4.58472
2306,2012,Georgia,"Number of corruption convictions per 1,000,000 people",4.23389
2307,2013,Georgia,"Number of corruption convictions per 1,000,000 people",2.70212
2308,2014,Georgia,"Number of corruption convictions per 1,000,000 people",4.65469
2309,2015,Georgia,"Number of corruption convictions per 1,000,000 people",3.32848
2310,2005,Hawaii,"Number of corruption convictions per 1,000,000 people",33.8462
2311,2006,Hawaii,"Number of corruption convictions per 1,000,000 people",3.84615
2312,2007,Hawaii,"Number of corruption convictions per 1,000,000 people",0.769231
2313,2008,Hawaii,"Number of corruption convictions per 1,000,000 people",1.55256
2314,2009,Hawaii,"Number of corruption convictions per 1,000,000 people",0.772095
2315,2010,Hawaii,"Number of corruption convictions per 1,000,000 people",0
2316,2011,Hawaii,"Number of corruption convictions per 1,000,000 people",2.18212
2317,2012,Hawaii,"Number of corruption convictions per 1,000,000 people",1.43646
2318,2013,Hawaii,"Number of corruption convictions per 1,000,000 people",0
2319,2014,Hawaii,"Number of corruption convictions per 1,000,000 people",2.81777
2320,2015,Hawaii,"Number of corruption convictions per 1,000,000 people",3.49259
2321,2005,Idaho,"Number of corruption convictions per 1,000,000 people",0.700162
2322,2006,Idaho,"Number of corruption convictions per 1,000,000 people",0.680888
