year,state,measure,value,population
2010,Iowa,Poverty rate,8.2,"3,050,745"
2010,Iowa,"Number of corruption convictions per 1,000,000 people",3.6067,"3,050,745"
2010,Iowa,Gini coefficient,0.42699999,"3,050,745"
2010,Iowa,GDP,49030.11597,"3,050,745"
2010,Iowa,Log(GDP),10.80019,"3,050,745"
2010,Iowa,Age,38.2,"3,050,745"
2010,Iowa,People with less than 9 years of education/people with college degree or above,0.1569295,"3,050,745"
2010,Iowa,Black/white,0.035245,"3,050,745"
2010,Iowa,Hispanic/white,0.0561817,"3,050,745"
2011,Iowa,Labor Force Participation,70,"3,066,336"
2011,Iowa,Unemployment rate,5.5,"3,066,336"
2011,Iowa,Average household size,2.44,"3,066,336"
2011,Iowa,Poverty rate,8.1,"3,066,336"
2011,Iowa,"Number of corruption convictions per 1,000,000 people",0.979653,"3,066,336"
2011,Iowa,Gini coefficient,0.43399999,"3,066,336"
2011,Iowa,GDP,49390.33321,"3,066,336"
2011,Iowa,Log(GDP),10.80751,"3,066,336"
2011,Iowa,Age,38.1,"3,066,336"
2011,Iowa,People with less than 9 years of education/people with college degree or above,0.1437147,"3,066,336"
2011,Iowa,Black/white,0.0326094,"3,066,336"
2011,Iowa,Hispanic/white,0.0566191,"3,066,336"
2012,Iowa,Labor Force Participation,69.2,"3,076,190"
2012,Iowa,Unemployment rate,5,"3,076,190"
2012,Iowa,Average household size,2.42,"3,076,190"
2012,Iowa,Poverty rate,8.8,"3,076,190"
2012,Iowa,"Number of corruption convictions per 1,000,000 people",1.30116,"3,076,190"
2012,Iowa,Gini coefficient,0.43279999,"3,076,190"
2012,Iowa,GDP,51152.16004,"3,076,190"
2012,Iowa,Log(GDP),10.84256,"3,076,190"
2012,Iowa,Age,38,"3,076,190"
2012,Iowa,People with less than 9 years of education/people with college degree or above,0.1227271,"3,076,190"
2012,Iowa,Black/white,0.0338766,"3,076,190"
2012,Iowa,Hispanic/white,0.0593723,"3,076,190"
2013,Iowa,Labor Force Participation,69.6,"3,092,997"
2013,Iowa,Unemployment rate,4.7,"3,092,997"
2013,Iowa,Average household size,2.42,"3,092,997"
2013,Iowa,Poverty rate,8.1,"3,092,997"
2013,Iowa,"Number of corruption convictions per 1,000,000 people",0.970743,"3,092,997"
2013,Iowa,Gini coefficient,0.4429,"3,092,997"
2013,Iowa,GDP,50684.73199,"3,092,997"
2013,Iowa,Log(GDP),10.83338,"3,092,997"
2013,Iowa,Age,38,"3,092,997"
2013,Iowa,People with less than 9 years of education/people with college degree or above,0.11901,"3,092,997"
2013,Iowa,Black/white,0.037875,"3,092,997"
2013,Iowa,Hispanic/white,0.0617229,"3,092,997"
2014,Iowa,Labor Force Participation,70.3,"3,109,350"
2014,Iowa,Unemployment rate,4.2,"3,109,350"
2014,Iowa,Average household size,2.42,"3,109,350"
2014,Iowa,Poverty rate,7.9,"3,109,350"
2014,Iowa,"Number of corruption convictions per 1,000,000 people",1.28736,"3,109,350"
2014,Iowa,Gini coefficient,0.44330001,"3,109,350"
2014,Iowa,GDP,53013.93063,"3,109,350"
2014,Iowa,Log(GDP),10.87831,"3,109,350"
2014,Iowa,Age,38.2,"3,109,350"
2014,Iowa,People with less than 9 years of education/people with college degree or above,0.1111625,"3,109,350"
2014,Iowa,Black/white,0.0361448,"3,109,350"
2014,Iowa,Hispanic/white,0.063175,"3,109,350"
2015,Iowa,Labor Force Participation,70,"3,120,960"
2015,Iowa,Unemployment rate,3.8,"3,120,960"
2015,Iowa,Average household size,2.42,"3,120,960"
2015,Iowa,Poverty rate,7.7,"3,120,960"
2015,Iowa,"Number of corruption convictions per 1,000,000 people",1.92068,"3,120,960"
2015,Iowa,Gini coefficient,0.4393,"3,120,960"
2015,Iowa,GDP,53859.81869,"3,120,960"
2015,Iowa,Log(GDP),10.89414,"3,120,960"
2015,Iowa,Age,38.1,"3,120,960"
2015,Iowa,People with less than 9 years of education/people with college degree or above,0.1194881,"3,120,960"
2015,Iowa,Black/white,0.0393326,"3,120,960"
2015,Iowa,Hispanic/white,0.0643127,"3,120,960"
2005,Kansas,Labor Force Participation,70.9,"2,745,299"
2005,Kansas,Unemployment rate,5,"2,745,299"
2005,Kansas,Average household size,2.48,"2,745,299"
2005,Kansas,Poverty rate,8.4,"2,745,299"
2005,Kansas,"Number of corruption convictions per 1,000,000 people",1.09278,"2,745,299"
2005,Kansas,Gini coefficient,0.43800002,"2,745,299"
2005,Kansas,GDP,45916.50879,"2,745,299"
2005,Kansas,Log(GDP),10.73458,"2,745,299"
2005,Kansas,Age,36.1,"2,745,299"
2005,Kansas,People with less than 9 years of education/people with college degree or above,0.1438384,"2,745,299"
2005,Kansas,Black/white,0.0660046,"2,745,299"
2005,Kansas,Hispanic/white,0.1031626,"2,745,299"
2006,Kansas,Labor Force Participation,70.5,"2,762,931"
2006,Kansas,Unemployment rate,4.4,"2,762,931"
2006,Kansas,Average household size,2.46,"2,762,931"
2006,Kansas,Poverty rate,8.6,"2,762,931"
2006,Kansas,"Number of corruption convictions per 1,000,000 people",0,"2,762,931"
2006,Kansas,Gini coefficient,0.44100001,"2,762,931"
2006,Kansas,GDP,46633.75901,"2,762,931"
2006,Kansas,Log(GDP),10.75008,"2,762,931"
2006,Kansas,Age,36.3,"2,762,931"
2006,Kansas,People with less than 9 years of education/people with college degree or above,0.1506698,"2,762,931"
2006,Kansas,Black/white,0.0679078,"2,762,931"
2006,Kansas,Hispanic/white,0.1056267,"2,762,931"
2007,Kansas,Labor Force Participation,70.8,"2,783,785"
2007,Kansas,Unemployment rate,4.2,"2,783,785"
2007,Kansas,Average household size,2.47,"2,783,785"
2007,Kansas,Poverty rate,7.7,"2,783,785"
2007,Kansas,"Number of corruption convictions per 1,000,000 people",0.718448,"2,783,785"
2007,Kansas,Gini coefficient,0.44400001,"2,783,785"
2007,Kansas,GDP,48871.51547,"2,783,785"
2007,Kansas,Log(GDP),10.79695,"2,783,785"
2007,Kansas,Age,36.3,"2,783,785"
2007,Kansas,People with less than 9 years of education/people with college degree or above,0.135399,"2,783,785"
2007,Kansas,Black/white,0.0696524,"2,783,785"
2007,Kansas,Hispanic/white,0.1084673,"2,783,785"
2008,Kansas,Labor Force Participation,71,"2,808,076"
2008,Kansas,Unemployment rate,4.6,"2,808,076"
2008,Kansas,Average household size,2.45,"2,808,076"
2008,Kansas,Poverty rate,7.7,"2,808,076"
2008,Kansas,"Number of corruption convictions per 1,000,000 people",1.78435,"2,808,076"
2008,Kansas,Gini coefficient,0.442,"2,808,076"
2008,Kansas,GDP,49482.77954,"2,808,076"
2008,Kansas,Log(GDP),10.80938,"2,808,076"
2008,Kansas,Age,36.2,"2,808,076"
2008,Kansas,People with less than 9 years of education/people with college degree or above,0.1365274,"2,808,076"
2008,Kansas,Black/white,0.0701073,"2,808,076"
2008,Kansas,Hispanic/white,0.1131252,"2,808,076"
2009,Kansas,Labor Force Participation,71.3,"2,832,704"
2009,Kansas,Unemployment rate,6.9,"2,832,704"
2009,Kansas,Average household size,2.48,"2,832,704"
2009,Kansas,Poverty rate,9,"2,832,704"
2009,Kansas,"Number of corruption convictions per 1,000,000 people",1.41907,"2,832,704"
2009,Kansas,Gini coefficient,0.44400001,"2,832,704"
2009,Kansas,GDP,47282.23866,"2,832,704"
2009,Kansas,Log(GDP),10.76389,"2,832,704"
2009,Kansas,Age,35.9,"2,832,704"
2009,Kansas,People with less than 9 years of education/people with college degree or above,0.1427138,"2,832,704"
2009,Kansas,Black/white,0.0698781,"2,832,704"
2009,Kansas,Hispanic/white,0.1164896,"2,832,704"
2010,Kansas,Labor Force Participation,69.8,"2,858,190"
2010,Kansas,Unemployment rate,7.1,"2,858,190"
2010,Kansas,Average household size,2.52,"2,858,190"
2010,Kansas,Poverty rate,9.5,"2,858,190"
2010,Kansas,"Number of corruption convictions per 1,000,000 people",1.74876,"2,858,190"
2010,Kansas,Gini coefficient,0.44499999,"2,858,190"
2010,Kansas,GDP,47197.20718,"2,858,190"
2010,Kansas,Log(GDP),10.76209,"2,858,190"
2010,Kansas,Age,36.2,"2,858,190"
2010,Kansas,People with less than 9 years of education/people with college degree or above,0.1493736,"2,858,190"
2010,Kansas,Black/white,0.0737954,"2,858,190"
2010,Kansas,Hispanic/white,0.1348312,"2,858,190"
2011,Kansas,Labor Force Participation,69,"2,869,225"
2011,Kansas,Unemployment rate,6.5,"2,869,225"
2011,Kansas,Average household size,2.53,"2,869,225"
2011,Kansas,Poverty rate,9.2,"2,869,225"
2011,Kansas,"Number of corruption convictions per 1,000,000 people",3.13454,"2,869,225"
2011,Kansas,Gini coefficient,0.44420001,"2,869,225"
2011,Kansas,GDP,48258.63237,"2,869,225"
2011,Kansas,Log(GDP),10.78433,"2,869,225"
2011,Kansas,Age,36.3,"2,869,225"
2011,Kansas,People with less than 9 years of education/people with college degree or above,0.1370203,"2,869,225"
2011,Kansas,Black/white,0.0751421,"2,869,225"
2011,Kansas,Hispanic/white,0.1374974,"2,869,225"
2012,Kansas,Labor Force Participation,68.3,"2,885,257"
2012,Kansas,Unemployment rate,5.7,"2,885,257"
2012,Kansas,Average household size,2.52,"2,885,257"
2012,Kansas,Poverty rate,9.3,"2,885,257"
2012,Kansas,"Number of corruption convictions per 1,000,000 people",2.77209,"2,885,257"
2012,Kansas,Gini coefficient,0.44960001,"2,885,257"
2012,Kansas,GDP,48677.3934,"2,885,257"
2012,Kansas,Log(GDP),10.79297,"2,885,257"
2012,Kansas,Age,36,"2,885,257"
2012,Kansas,People with less than 9 years of education/people with college degree or above,0.1211814,"2,885,257"
2012,Kansas,Black/white,0.0749114,"2,885,257"
2012,Kansas,Hispanic/white,0.1412978,"2,885,257"
2013,Kansas,Labor Force Participation,68.1,"2,893,212"
2013,Kansas,Unemployment rate,5.3,"2,893,212"
2013,Kansas,Average household size,2.53,"2,893,212"
2013,Kansas,Poverty rate,9.6,"2,893,212"
2013,Kansas,"Number of corruption convictions per 1,000,000 people",1.38219,"2,893,212"
2013,Kansas,Gini coefficient,0.4589,"2,893,212"
2013,Kansas,GDP,48551.48207,"2,893,212"
2013,Kansas,Log(GDP),10.79038,"2,893,212"
2013,Kansas,Age,36,"2,893,212"
2013,Kansas,People with less than 9 years of education/people with college degree or above,0.1291657,"2,893,212"
2013,Kansas,Black/white,0.0754489,"2,893,212"
2013,Kansas,Hispanic/white,0.144589,"2,893,212"
2014,Kansas,Labor Force Participation,68,"2,900,475"
2014,Kansas,Unemployment rate,4.5,"2,900,475"
2014,Kansas,Average household size,2.55,"2,900,475"
2014,Kansas,Poverty rate,9.2,"2,900,475"
2014,Kansas,"Number of corruption convictions per 1,000,000 people",0.6887,"2,900,475"
2014,Kansas,Gini coefficient,0.45969999,"2,900,475"
2014,Kansas,GDP,49295.10179,"2,900,475"
2014,Kansas,Log(GDP),10.80558,"2,900,475"
2014,Kansas,Age,36.2,"2,900,475"
2014,Kansas,People with less than 9 years of education/people with college degree or above,0.1240853,"2,900,475"
2014,Kansas,Black/white,0.0771891,"2,900,475"
2014,Kansas,Hispanic/white,0.1476478,"2,900,475"
2015,Kansas,Labor Force Participation,67.6,"2,909,011"
2015,Kansas,Unemployment rate,4.2,"2,909,011"
2015,Kansas,Average household size,2.55,"2,909,011"
2015,Kansas,Poverty rate,8.4,"2,909,011"
2015,Kansas,"Number of corruption convictions per 1,000,000 people",0.686898,"2,909,011"
2015,Kansas,Gini coefficient,0.4596,"2,909,011"
2015,Kansas,GDP,49776.58641,"2,909,011"
2015,Kansas,Log(GDP),10.8153,"2,909,011"
2015,Kansas,Age,36.2,"2,909,011"
2015,Kansas,People with less than 9 years of education/people with college degree or above,0.1201009,"2,909,011"
2015,Kansas,Black/white,0.077399,"2,909,011"
2015,Kansas,Hispanic/white,0.1512467,"2,909,011"
2005,Kentucky,Labor Force Participation,62.4,"4,182,742"
2005,Kentucky,Unemployment rate,5.9,"4,182,742"
2005,Kentucky,Average household size,2.45,"4,182,742"
2005,Kentucky,Poverty rate,13.4,"4,182,742"
2005,Kentucky,"Number of corruption convictions per 1,000,000 people",3.34709,"4,182,742"
2005,Kentucky,Gini coefficient,0.45500001,"4,182,742"
2005,Kentucky,GDP,41591.45431,"4,182,742"
2005,Kentucky,Log(GDP),10.63565,"4,182,742"
2005,Kentucky,Age,37.5,"4,182,742"
2005,Kentucky,People with less than 9 years of education/people with college degree or above,0.4639337,"4,182,742"
2005,Kentucky,Black/white,0.0804047,"4,182,742"
2005,Kentucky,Hispanic/white,0.0193148,"4,182,742"
2006,Kentucky,Labor Force Participation,62.5,"4,219,239"
2006,Kentucky,Unemployment rate,5.7,"4,219,239"
2006,Kentucky,Average household size,2.48,"4,219,239"
2006,Kentucky,Poverty rate,13.1,"4,219,239"
2006,Kentucky,"Number of corruption convictions per 1,000,000 people",6.39926,"4,219,239"
2006,Kentucky,Gini coefficient,0.46000001,"4,219,239"
2006,Kentucky,GDP,41210.97981,"4,219,239"
2006,Kentucky,Log(GDP),10.62646,"4,219,239"
2006,Kentucky,Age,37.3,"4,219,239"
2006,Kentucky,People with less than 9 years of education/people with college degree or above,0.432358,"4,219,239"
2006,Kentucky,Black/white,0.0829557,"4,219,239"
2006,Kentucky,Hispanic/white,0.0223405,"4,219,239"
2007,Kentucky,Labor Force Participation,62.1,"4,256,672"
2007,Kentucky,Unemployment rate,5.4,"4,256,672"
2007,Kentucky,Average household size,2.49,"4,256,672"
2007,Kentucky,Poverty rate,13.2,"4,256,672"
2007,Kentucky,"Number of corruption convictions per 1,000,000 people",9.16209,"4,256,672"
2007,Kentucky,Gini coefficient,0.465,"4,256,672"
2007,Kentucky,GDP,40521.17678,"4,256,672"
2007,Kentucky,Log(GDP),10.60958,"4,256,672"
2007,Kentucky,Age,37.4,"4,256,672"
2007,Kentucky,People with less than 9 years of education/people with college degree or above,0.4361563,"4,256,672"
2007,Kentucky,Black/white,0.0855861,"4,256,672"
2007,Kentucky,Hispanic/white,0.0240493,"4,256,672"
2008,Kentucky,Labor Force Participation,61.4,"4,289,878"
2008,Kentucky,Unemployment rate,6.4,"4,289,878"
2008,Kentucky,Average household size,2.46,"4,289,878"
2008,Kentucky,Poverty rate,13.1,"4,289,878"
2008,Kentucky,"Number of corruption convictions per 1,000,000 people",6.55854,"4,289,878"
2008,Kentucky,Gini coefficient,0.46700001,"4,289,878"
2008,Kentucky,GDP,40323.51191,"4,289,878"
2008,Kentucky,Log(GDP),10.60469,"4,289,878"
2008,Kentucky,Age,37.8,"4,289,878"
2008,Kentucky,People with less than 9 years of education/people with college degree or above,0.4066741,"4,289,878"
2008,Kentucky,Black/white,0.0845687,"4,289,878"
2008,Kentucky,Hispanic/white,0.0262508,"4,289,878"
2009,Kentucky,Labor Force Participation,61.9,"4,317,074"
2009,Kentucky,Unemployment rate,10.3,"4,317,074"
2009,Kentucky,Average household size,2.47,"4,317,074"
2009,Kentucky,Poverty rate,14.4,"4,317,074"
2009,Kentucky,"Number of corruption convictions per 1,000,000 people",9.50369,"4,317,074"
2009,Kentucky,Gini coefficient,0.46399999,"4,317,074"
2009,Kentucky,GDP,38250.0444,"4,317,074"
2009,Kentucky,Log(GDP),10.5519,"4,317,074"
2009,Kentucky,Age,37.7,"4,317,074"
2009,Kentucky,People with less than 9 years of education/people with college degree or above,0.3747919,"4,317,074"
2009,Kentucky,Black/white,0.0858862,"4,317,074"
2009,Kentucky,Hispanic/white,0.0300381,"4,317,074"
2010,Kentucky,Labor Force Participation,61.3,"4,348,181"
2010,Kentucky,Unemployment rate,10.2,"4,348,181"
2010,Kentucky,Average household size,2.51,"4,348,181"
2010,Kentucky,Poverty rate,14.5,"4,348,181"
2010,Kentucky,"Number of corruption convictions per 1,000,000 people",7.82281,"4,348,181"
2010,Kentucky,Gini coefficient,0.46599999,"4,348,181"
2010,Kentucky,GDP,39584.38495,"4,348,181"
2010,Kentucky,Log(GDP),10.58619,"4,348,181"
2010,Kentucky,Age,38,"4,348,181"
2010,Kentucky,People with less than 9 years of education/people with college degree or above,0.3733692,"4,348,181"
2010,Kentucky,Black/white,0.0895808,"4,348,181"
2010,Kentucky,Hispanic/white,0.0348844,"4,348,181"
2011,Kentucky,Labor Force Participation,61,"4,369,821"
2011,Kentucky,Unemployment rate,9.4,"4,369,821"
2011,Kentucky,Average household size,2.54,"4,369,821"
2011,Kentucky,Poverty rate,14.7,"4,369,821"
2011,Kentucky,"Number of corruption convictions per 1,000,000 people",8.69693,"4,369,821"
2011,Kentucky,Gini coefficient,0.4709,"4,369,821"
2011,Kentucky,GDP,39854.07749,"4,369,821"
2011,Kentucky,Log(GDP),10.59298,"4,369,821"
2011,Kentucky,Age,38.2,"4,369,821"
2011,Kentucky,People with less than 9 years of education/people with college degree or above,0.330946,"4,369,821"
2011,Kentucky,Black/white,0.0927345,"4,369,821"
2011,Kentucky,Hispanic/white,0.0349659,"4,369,821"
2012,Kentucky,Labor Force Participation,60.8,"4,386,346"
2012,Kentucky,Unemployment rate,8.2,"4,386,346"
2012,Kentucky,Average household size,2.49,"4,386,346"
2012,Kentucky,Poverty rate,14.8,"4,386,346"
2012,Kentucky,"Number of corruption convictions per 1,000,000 people",7.30524,"4,386,346"
2012,Kentucky,Gini coefficient,0.46669999,"4,386,346"
2012,Kentucky,GDP,40247.77493,"4,386,346"
2012,Kentucky,Log(GDP),10.60281,"4,386,346"
2012,Kentucky,Age,38.4,"4,386,346"
2012,Kentucky,People with less than 9 years of education/people with college degree or above,0.3201621,"4,386,346"
2012,Kentucky,Black/white,0.0916373,"4,386,346"
2012,Kentucky,Hispanic/white,0.0356447,"4,386,346"
2013,Kentucky,Labor Force Participation,60.3,"4,404,659"
2013,Kentucky,Unemployment rate,8,"4,404,659"
2013,Kentucky,Average household size,2.5,"4,404,659"
2013,Kentucky,Poverty rate,14.5,"4,404,659"
2013,Kentucky,"Number of corruption convictions per 1,000,000 people",3.41274,"4,404,659"
2013,Kentucky,Gini coefficient,0.47209999,"4,404,659"
2013,Kentucky,GDP,40813.98209,"4,404,659"
2013,Kentucky,Log(GDP),10.61678,"4,404,659"
2013,Kentucky,Age,38.5,"4,404,659"
2013,Kentucky,People with less than 9 years of education/people with college degree or above,0.2913335,"4,404,659"
2013,Kentucky,Black/white,0.0929921,"4,404,659"
2013,Kentucky,Hispanic/white,0.0380003,"4,404,659"
2014,Kentucky,Labor Force Participation,58.6,"4,414,349"
2014,Kentucky,Unemployment rate,6.5,"4,414,349"
2014,Kentucky,Average household size,2.5,"4,414,349"
2014,Kentucky,Poverty rate,14.5,"4,414,349"
2014,Kentucky,"Number of corruption convictions per 1,000,000 people",4.30502,"4,414,349"
2014,Kentucky,Gini coefficient,0.47040001,"4,414,349"
2014,Kentucky,GDP,40728.36266,"4,414,349"
2014,Kentucky,Log(GDP),10.61468,"4,414,349"
2014,Kentucky,Age,38.5,"4,414,349"
2014,Kentucky,People with less than 9 years of education/people with college degree or above,0.2964647,"4,414,349"
2014,Kentucky,Black/white,0.0928995,"4,414,349"
2014,Kentucky,Hispanic/white,0.0385165,"4,414,349"
2015,Kentucky,Labor Force Participation,57.5,"4,425,976"
2015,Kentucky,Unemployment rate,5.3,"4,425,976"
2015,Kentucky,Average household size,2.5,"4,425,976"
2015,Kentucky,Poverty rate,14,"4,425,976"
2015,Kentucky,"Number of corruption convictions per 1,000,000 people",2.93779,"4,425,976"
2015,Kentucky,Gini coefficient,0.4781,"4,425,976"
2015,Kentucky,GDP,40830.71925,"4,425,976"
2015,Kentucky,Log(GDP),10.61719,"4,425,976"
